learning_rate,lora_rank,final_train_loss,final_val_loss,time_taken_sec
1e-05,2,0.7887674570083618,0.8168171405792236,1404.3187658786774
1e-05,4,0.570223331451416,0.5678728461265564,1310.4181380271912
1e-05,8,0.43075451254844666,0.42912339568138125,1381.6422328948975
5e-05,2,0.3716033697128296,0.3338561594486237,1318.6903612613678
5e-05,4,0.24577513337135315,0.25182109177112577,1322.3772139549255
5e-05,8,0.22223436832427979,0.19635530710220336,1348.4971089363098
0.0001,2,0.2406184822320938,0.22893671989440917,1372.5049958229065
0.0001,4,0.1582779735326767,0.1621928721666336,1633.844544172287
0.0001,8,0.13434481620788574,0.1113298162817955,1439.4186000823975
